0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.985508234677091,0.9727909041038233,0.9493184765272896,0.9208037641095443,0.875413399279607,0.8222521222468923,0.762151951400156,0.6961424490204587,0.6073551621275181,0.5147200427588099,0.40425201621173806,0.30175216943114963,0.21378345769567636,0.13429618792359324,0.07349567924456399,0.037939814696468434,0.017213557105476285,0.006929078427743175,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0168358211329307,1.0262419929335571,1.0377731655621214,1.046374085524004,1.0535714817868216,1.0562138254434905,1.0546209406058913,1.0490796730139036,1.03699889425367,1.0196220298468193,0.9923711762131369,0.9587599306192075,0.9193815694590256,0.8668551621750247,0.799027752864186,0.7237610878684382,0.631227912784573,0.5204694889479654,0.39377067724180365,0.27212116024244287,0.15360066142038173,0.07546247002196499,0.029355387985399113,0.009962507992381998,0.0031083454487064953,0,0,0,0,0
1.0,1.0221629332358397,1.035504890293961,1.0534957399287734,1.0691977695183372,1.086812868285686,1.1009013666644374,1.111725820251049,1.1195203952237511,1.1253245472873412,1.1270955487541554,1.1243603483206313,1.1167974082911138,1.104852061905114,1.0859014990789353,1.0583046987506672,1.0250696460326012,0.9817416605939087,0.9271834377681832,0.8605246696638238,0.788025797627324,0.6960661962704344,0.598278076003104,0.47937239485496097,0.34931233120034916,0.22037322362566716,0.11102444706982627,0.046078434533300835,0.015946876402156297,0.00495096297606094,0.0015400816694429952
1.0,1.0235089906219412,1.037934360766072,1.057810505392152,1.0756922460249927,1.0966442460302401,1.1145341111438551,1.129599102224691,1.14205160822628,1.1542349632651863,1.1629710910419144,1.169321613712104,1.171589249168457,1.1701712071757258,1.164322945369079,1.1526986171358249,1.1364041937872935,1.1131618656709703,1.0820108365966439,1.042163361151898,0.997328342235528,0.9389658656774177,0.8758502814872261,0.7984226764807679,0.7117599159376141,0.6161756802626714,0.5056522522653439,0.3862210768329978,0.2584979096730996,0.14331788809670537,0.06701362078958567
1.0,1.0237610730902846,1.0384510681213037,1.0588640744593074,1.0774459670897225,1.0995779014421683,1.1189203659068565,1.1357009463556236,1.1501223582819327,1.1651078868551514,1.1770071004309224,1.1876026522453442,1.194575118384795,1.1982908626835407,1.1989353383134296,1.1953425749210183,1.1876754728600476,1.1747850032784717,1.1558582523807588,1.130234874317778,1.1003270998109056,1.0603435238738657,1.016189354880452,0.9610588860836338,0.898408796934993,0.8286909225398164,0.7482907179750995,0.6620722296327621,0.5660663556228719,0.45983768348383663,0.34853701735552167
1.0,1.0234888583596857,1.0380623335989128,1.0583978900886333,1.0770184846428514,1.0993804843471193,1.1191528840547307,1.136557681945364,1.1517912963392936,1.1680459000038645,1.1814832756395832,1.1942599661138986,1.2037567908178608,1.210316866326403,1.2146544981626675,1.2157360894936962,1.2131829673003784,1.2065187761030542,1.1950342336554642,1.1781587402784812,1.157512892970618,1.1290458282612517,1.0969287821377691,1.0561978942351817,1.0093173393267483,0.9565532490534011,0.89502946115291,0.82848205890745,0.7544092233629929,0.673750821051369,0.5905286976348858
